1;supply_node;1493;9.800000;241;-1.570000;0
1;supply_node;1439;11.200000;276;-1.570000;0
1;supply_node;1454;10.700000;284;-1.570000;0
1;supply_node;1481;9.800000;240;-1.570000;0
1;supply_node;1459;11.000000;316;-1.570000;0
1;supply_node;1485;9.900000;252;-1.570000;0
1;supply_node;1486;9.800000;300;-1.570000;0
1;supply_node;1448;11.800000;326;-1.570000;0
1;supply_node;1512;10.200000;301;-1.570000;0
1;supply_node;1460;10.300000;279;-1.570000;0
1;supply_node;1445;11.000000;265;-1.570000;0
1;supply_node;1427;11.400000;300;-1.570000;0
1;supply_node;1474;11.200000;313;-1.570000;0
1;supply_node;1483;10.100000;233;-1.570000;0
1;supply_node;1477;9.800000;282;-1.570000;0
1;supply_node;1434;11.300000;268;-1.570000;0
1;supply_node;1474;10.000000;299;-1.570000;0
1;supply_node;1471;11.300000;314;-1.570000;0
1;supply_node;1472;11.300000;315;-1.570000;0
1;arms_factory;1470;10.600000;248;-1.570000;0
1;arms_factory;1469;10.200000;276;-1.570000;0
1;arms_factory;1431;11.300000;270;-1.570000;0
1;arms_factory;1452;10.700000;289;-1.570000;0
1;arms_factory;1485;9.800000;299;-1.570000;0
1;arms_factory;1473;10.500000;230;-1.570000;0
1;industrial_complex;1420;11.400000;294;-1.570000;0
1;industrial_complex;1474;10.000000;299;-1.570000;0
1;industrial_complex;1478;10.000000;288;-1.570000;0
1;industrial_complex;1453;10.900000;306;-1.570000;0
1;industrial_complex;1474;10.400000;231;-1.570000;0
1;industrial_complex;1475;10.100000;301;-1.570000;0
1;air_base;1410;11.800000;302;-1.570000;0
1;bunker;1496;9.800000;285;-1.570000;0
1;bunker;1484;9.800000;291;-1.570000;0
1;bunker;1471;10.600000;251;-1.570000;0
1;bunker;1495;9.800000;278;-1.570000;0
1;bunker;1477;10.000000;294;-1.570000;0
1;bunker;1469;10.300000;285;-1.570000;0
1;bunker;1470;10.100000;271;-1.570000;0
1;bunker;1505;9.800000;274;-1.570000;0
1;bunker;1470;10.500000;227;-1.570000;0
1;bunker;1471;10.300000;239;-1.570000;0
1;bunker;1480;9.800000;281;-1.570000;0
1;bunker;1452;10.500000;243;-1.570000;0
1;bunker;1478;10.000000;291;-1.570000;0
1;bunker;1498;9.800000;245;-1.570000;0
1;bunker;1452;10.500000;273;-1.570000;0
1;bunker;1470;10.400000;230;-1.570000;0
1;bunker;1493;9.700000;262;-1.570000;0
1;bunker;1469;10.200000;281;-1.570000;0
1;bunker;1470;10.200000;302;-1.570000;0
1;dockyard;1486;10.100000;307;-1.570000;0
1;anti_air_building;1473;10.200000;294;-1.570000;0
1;anti_air_building;1467;10.500000;250;-1.570000;0
1;anti_air_building;1472;10.400000;232;-1.570000;0
1;synthetic_refinery;1444;11.000000;255;-1.570000;0
1;nuclear_reactor;1475;10.400000;232;-1.570000;0
1;rocket_site;1516;10.100000;296;-1.570000;0
1;radar_station;1450;10.700000;265;-1.570000;0
1;fuel_silo;1458;10.500000;255;-1.570000;0
1;floating_harbor;1439;11.300000;281;-1.570000;0
2;supply_node;894;11.300000;531;-1.570000;0
2;supply_node;851;10.700000;459;-1.570000;0
2;supply_node;898;10.400000;488;-1.570000;0
2;supply_node;876;11.200000;514;-1.570000;0
2;supply_node;858;10.300000;542;-1.570000;0
2;supply_node;872;11.200000;504;-1.570000;0
2;supply_node;823;10.300000;476;-1.570000;0
2;supply_node;833;10.200000;467;-1.570000;0
2;supply_node;871;11.200000;508;-1.570000;0
2;supply_node;852;10.800000;446;-1.570000;0
2;supply_node;864;10.500000;540;-1.570000;0
2;supply_node;835;10.400000;462;-1.570000;0
2;supply_node;849;10.700000;447;-1.570000;0
2;supply_node;862;10.800000;467;-1.570000;0
2;supply_node;824;10.000000;502;-1.570000;0
2;supply_node;861;10.800000;478;-1.570000;0
2;supply_node;853;10.500000;491;-1.570000;0
2;supply_node;851;10.800000;468;-1.570000;0
2;arms_factory;874;11.300000;506;-1.570000;0
2;arms_factory;884;11.200000;497;-1.570000;0
2;arms_factory;842;10.200000;515;-1.570000;0
2;arms_factory;837;9.900000;531;-1.570000;0
2;arms_factory;849;10.600000;481;-1.570000;0
2;arms_factory;870;10.700000;540;-1.570000;0
2;industrial_complex;872;10.700000;456;-1.570000;0
2;industrial_complex;879;11.300000;501;-1.570000;0
2;industrial_complex;871;10.700000;461;-1.570000;0
2;industrial_complex;859;10.700000;484;-1.570000;0
2;industrial_complex;850;10.700000;448;-1.570000;0
2;industrial_complex;835;10.000000;525;-1.570000;0
2;air_base;886;11.100000;498;-1.570000;0
2;bunker;831;9.900000;527;-1.570000;0
2;bunker;867;10.900000;469;-1.570000;0
2;bunker;893;10.300000;472;-1.570000;0
2;bunker;853;10.500000;493;-1.570000;0
2;bunker;862;10.800000;470;-1.570000;0
2;bunker;890;10.900000;491;-1.570000;0
2;bunker;831;10.200000;478;-1.570000;0
2;bunker;872;10.800000;537;-1.570000;0
2;bunker;877;11.200000;534;-1.570000;0
2;bunker;880;10.700000;471;-1.570000;0
2;bunker;846;10.600000;481;-1.570000;0
2;bunker;897;10.800000;522;-1.570000;0
2;bunker;879;10.500000;460;-1.570000;0
2;bunker;876;10.700000;455;-1.570000;0
2;bunker;890;11.300000;527;-1.570000;0
2;bunker;858;10.600000;489;-1.570000;0
2;bunker;876;10.800000;470;-1.570000;0
2;bunker;882;11.200000;493;-1.570000;0
2;dockyard;862;10.800000;466;-1.570000;0
2;anti_air_building;860;10.200000;544;-1.570000;0
2;anti_air_building;844;10.700000;472;-1.570000;0
2;anti_air_building;841;10.100000;519;-1.570000;0
2;synthetic_refinery;892;10.400000;463;-1.570000;0
2;nuclear_reactor;897;11.500000;537;-1.570000;0
2;rocket_site;904;10.700000;518;-1.570000;0
2;radar_station;853;10.600000;510;-1.570000;0
2;fuel_silo;904;11.100000;527;-1.570000;0
2;floating_harbor;850;10.500000;457;-1.570000;0
3;supply_node;2829;21.700000;75;-1.570000;0
3;supply_node;2833;20.700000;80;-1.570000;0
3;supply_node;2846;16.100000;1;-1.570000;0
3;supply_node;2812;17.900000;17;-1.570000;0
3;supply_node;2867;18.900000;69;-1.570000;0
3;supply_node;2870;17.500000;55;-1.570000;0
3;supply_node;2820;18.700000;8;-1.570000;0
3;supply_node;2808;19.500000;5;-1.570000;0
3;supply_node;2814;23.000000;64;-1.570000;0
3;supply_node;2809;18.500000;16;-1.570000;0
3;supply_node;2805;23.200000;64;-1.570000;0
3;supply_node;2809;18.600000;29;-1.570000;0
3;supply_node;2837;16.400000;1;-1.570000;0
3;supply_node;2841;15.800000;1;-1.570000;0
3;supply_node;2810;20.200000;51;-1.570000;0
3;supply_node;2848;20.000000;64;-1.570000;0
3;supply_node;2798;19.900000;45;-1.570000;0
3;arms_factory;2797;20.800000;19;-1.570000;0
3;arms_factory;2845;20.300000;70;-1.570000;0
3;arms_factory;2857;19.700000;67;-1.570000;0
3;arms_factory;2843;15.700000;2;-1.570000;0
3;arms_factory;2839;20.400000;61;-1.570000;0
3;arms_factory;2836;16.500000;3;-1.570000;0
3;industrial_complex;2814;21.900000;58;-1.570000;0
3;industrial_complex;2827;18.400000;8;-1.570000;0
3;industrial_complex;2820;17.000000;18;-1.570000;0
3;industrial_complex;2858;19.800000;66;-1.570000;0
3;industrial_complex;2827;20.500000;54;-1.570000;0
3;industrial_complex;2841;15.800000;1;-1.570000;0
3;air_base;2830;17.600000;36;-1.570000;0
3;bunker;2783;20.800000;16;-1.570000;0
3;bunker;2841;18.800000;44;-1.570000;0
3;bunker;2821;17.600000;42;-1.570000;0
3;bunker;2860;19.100000;47;-1.570000;0
3;bunker;2808;20.000000;2;-1.570000;0
3;bunker;2870;16.600000;18;-1.570000;0
3;bunker;2786;21.000000;17;-1.570000;0
3;bunker;2836;16.700000;15;-1.570000;0
3;bunker;2862;16.100000;1;-1.570000;0
3;bunker;2846;19.500000;41;-1.570000;0
3;bunker;2856;16.000000;6;-1.570000;0
3;bunker;2783;20.600000;10;-1.570000;0
3;bunker;2833;17.100000;11;-1.570000;0
3;bunker;2808;18.500000;44;-1.570000;0
3;bunker;2825;18.900000;5;-1.570000;0
3;bunker;2872;16.700000;15;-1.570000;0
3;bunker;2840;15.900000;1;-1.570000;0
3;dockyard;2829;17.700000;19;-1.570000;0
3;anti_air_building;2849;18.800000;33;-1.570000;0
3;anti_air_building;2843;19.000000;45;-1.570000;0
3;anti_air_building;2800;19.500000;45;-1.570000;0
3;synthetic_refinery;2816;17.300000;18;-1.570000;0
3;nuclear_reactor;2819;17.700000;13;-1.570000;0
3;rocket_site;2835;16.900000;16;-1.570000;0
3;radar_station;2841;20.400000;63;-1.570000;0
3;fuel_silo;2857;20.200000;73;-1.570000;0
3;floating_harbor;2861;16.400000;19;-1.570000;0
4;supply_node;1438;11.900000;1057;-1.570000;0
4;supply_node;1443;11.000000;1021;-1.570000;0
4;supply_node;1425;11.700000;964;-1.570000;0
4;supply_node;1397;10.900000;1004;-1.570000;0
4;supply_node;1422;11.500000;985;-1.570000;0
4;supply_node;1388;10.700000;1007;-1.570000;0
4;supply_node;1473;10.300000;1025;-1.570000;0
